time,latent,alpha,beta,lambda
1962-05-16 00:00:00,0.24220164,0.99991184,2.003747,0.49902102
1962-06-15 12:00:00,0.43258604,1.0001972,2.006566,0.4984621
1962-07-16 00:00:00,0.119417205,0.99971104,2.007654,0.49794987
1962-08-16 00:00:00,0.6452165,0.9985071,2.001656,0.49884048
1962-09-15 12:00:00,0.65488565,0.99873084,2.0028572,0.49865305
1962-10-16 00:00:00,0.7824367,0.99814504,1.9943097,0.5004965
1962-11-15 12:00:00,0.1672405,0.99926186,2.0015519,0.49924356
1962-12-16 00:00:00,0.17030063,1.0005703,2.0014539,0.49992174
1963-01-16 00:00:00,0.15806809,1.0000266,1.9999328,0.5000301
1963-02-14 12:00:00,1.7900187,1.0006107,1.9999833,0.5003095
1963-03-16 00:00:00,0.40017706,1.000884,1.9987714,0.50074965
1963-04-15 12:00:00,0.25734988,1.0014817,1.9979929,0.5012438
1963-05-16 00:00:00,0.5305541,1.00004,1.9993737,0.50017667
1963-06-15 12:00:00,1.9900773,1.0005499,2.0058386,0.49881876
1963-07-16 00:00:00,0.005870215,0.9980696,1.9987304,0.49935177
1963-08-16 00:00:00,0.3121745,0.9992796,2.0045257,0.49851176
1963-09-15 12:00:00,0.3552561,0.99929804,2.0074968,0.49778312
1963-10-16 00:00:00,3.401443,0.999517,2.0027227,0.49907908
1963-11-15 12:00:00,0.7898602,1.0009121,1.9980284,0.50094986
1963-12-16 00:00:00,0.55627126,0.9992096,2.003432,0.49874893
1964-01-16 00:00:00,0.028759003,0.99946624,1.9977715,0.5002906
1964-02-15 00:00:00,0.09150352,0.99914813,2.003983,0.49858114
1964-03-16 00:00:00,0.030374954,1.0001131,2.000315,0.49997783
1964-04-15 12:00:00,0.053548675,0.9999083,2.004317,0.49887732
1964-05-16 00:00:00,0.07233575,0.9986228,2.0031707,0.49852106
1964-06-15 12:00:00,0.14537172,0.9988077,2.0045393,0.498273
1964-07-16 00:00:00,0.2102289,0.9985145,2.0020058,0.49875703
1964-08-16 00:00:00,0.040988997,0.999045,2.0035005,0.49864975
1964-09-15 12:00:00,0.43657672,0.99825275,2.0001452,0.49909014
1964-10-16 00:00:00,0.21575922,0.9998919,2.0036604,0.4990326
1964-11-15 12:00:00,0.015815431,1.0002728,1.998574,0.5004932
1964-12-16 00:00:00,1.0219321,1.0030246,1.9972563,0.50220126
1965-01-16 00:00:00,0.19088109,0.9993965,1.9969105,0.50047135
1965-02-14 12:00:00,0.5170337,0.9996932,2.0042758,0.49878025
1965-03-16 00:00:00,0.38079232,1.0001063,2.0023234,0.49947295
1965-04-15 12:00:00,0.5546502,1.0006984,1.9997357,0.5004153
1965-05-16 00:00:00,0.45106778,1.000399,2.0065072,0.49857733
1965-06-15 12:00:00,0.33682117,1.0002319,2.0072925,0.498299
1965-07-16 00:00:00,0.3920896,1.0000854,2.0091367,0.4977687
1965-08-16 00:00:00,0.03968876,0.9989354,2.007362,0.49763593
1965-09-15 12:00:00,0.40744478,0.99915206,2.0056646,0.49816507
1965-10-16 00:00:00,0.215545,0.9983088,2.000176,0.4991105
1965-11-15 12:00:00,0.2793947,1.0012913,2.0005085,0.5005184
1965-12-16 00:00:00,0.46550426,0.99986124,1.9992548,0.50011694
1966-01-16 00:00:00,1.03632,1.0001729,1.9989696,0.5003442
1966-02-14 12:00:00,0.17162983,0.99975234,2.0007665,0.49968466
1966-03-16 00:00:00,0.85659057,1.0003406,2.0018747,0.4997019
1966-04-15 12:00:00,0.016340252,0.99935776,2.0034876,0.49880907
1966-05-16 00:00:00,0.50332665,1.000047,2.006058,0.4985135
1966-06-15 12:00:00,0.14771757,0.999016,2.0036013,0.49861017
1966-07-16 00:00:00,0.11642167,0.9991095,2.001844,0.4990946
1966-08-16 00:00:00,0.6855295,0.9987336,2.002696,0.49869454
1966-09-15 12:00:00,0.07941869,0.99908036,2.0031948,0.49874347
1966-10-16 00:00:00,0.39955196,0.9980602,1.9990091,0.49927747
